1	0.098828161	0.086004497
1	0	0.079034441
1	0.048758831	0.057230088
1	0.053120487	0.063383007
1	0.046106073	0.054983442
1	0.022395945	0.09010778
1	0.008431196	0.078575637
1	0.035859139	0.090861794
1	0.03057474	0.094063971
1	0.105040201	0.084847758
1	0.036737872	0.064731471
1	0.039689422	0.072379595
1	0.027970242	0.084974059
1	0.054141525	0.071941176
2	0.084658047	0
2	0.069268002	0.040884835
2	0.096266239	0.059591923
2	0.076722591	0.048569703
2	0.092756305	0.072083559
2	0.072069633	0.054272799
2	0.075301388	0.046101317
2	0.084757793	0.040656082
2	0.091695834	0.055042352
1	0.098828161	0.086004497
1	0	0.079034441
1	0.048758831	0.057230088
1	0.053120487	0.063383007
1	0.046106073	0.054983442
1	0.022395945	0.09010778
1	0.008431196	0.078575637
1	0.035859139	0.090861794
1	0.03057474	0.094063971
1	0.105040201	0.084847758
1	0.036737872	0.064731471
1	0.039689422	0.072379595
1	0.027970242	0.084974059
1	0.054141525	0.071941176
2	0.084658047	0
2	0.069268002	0.040884835
2	0.096266239	0.059591923
2	0.076722591	0.048569703
2	0.092756305	0.072083559
2	0.072069633	0.054272799
2	0.075301388	0.046101317
2	0.084757793	0.040656082
2	0.091695834	0.055042352
